Item_Type,Brand_Code,Model_Code,Compatible_Models,Part_Cat_Code,Var_Code,Product_ID,Barcode,Product_Name,Category,Brand,Description,Requires_Serial,Original_Cost,Opening_Stock,Current_Stock,Average_Cost,Sale_Price,Wholesale_Price,Reorder_Level,Warranty_Period,Shelf_Location,Status,Images,Stock_View
Spare Part,VV,Y9S,No,BT,BLU,VV-Y9S-BT-BLU,VV-Y9S-BT-BLU,VV Y9S - NO BT (BLU),Battery,Vivo,,,18000,3,3,0,21000,20000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,S1(BT-3940),No,BT,,VV-S1(BT-3940)-BT,VV-S1(BT-3940)-BT,VV S1(BT-3940) - NO BT,Battery,Vivo,,,18000,4,,0,21000,22000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,Y97(BT-3315),No,BT,,VV-Y97(BT-3315)-BT,VV-Y97(BT-3315)-BT,VV Y97(BT-3315) - NO BT,Battery,Vivo,,,18000,3,,18000,21000,20000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,X21(BT-3200),No,BT,,VV-X21(BT-3200)-BT,VV-X21(BT-3200)-BT,VV X21(BT-3200) - NO BT,Battery,Vivo,,,18000,2,,18000,21000,20000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,X21I(BT-3245),No,BT,,VV-X21I(BT-3245)-BT,VV-X21I(BT-3245)-BT,VV X21I(BT-3245) - NO BT,Battery,Vivo,,,18000,3,,18000,21000,20000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,X9PLUS(BT-4000),No,BT,,VV-X9PLUS(BT-4000)-BT,VV-X9PLUS(BT-4000)-BT,VV X9PLUS(BT-4000) - NO BT,Battery,Vivo,,,19000,2,,19000,22000,21000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,X9I(BT-3160),No,BT,,VV-X9I(BT-3160)-BT,VV-X9I(BT-3160)-BT,VV X9I(BT-3160) - NO BT,Battery,Vivo,,,18000,3,,18000,21000,20000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,X20(BT-3245),No,BT,,VV-X20(BT-3245)-BT,VV-X20(BT-3245)-BT,VV X20(BT-3245) - NO BT,Battery,Vivo,,,18000,1,,18000,21000,20000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,A33(BT-2500),No,TL,,OP-A33(BT-2500)-TL,OP-A33(BT-2500)-TL,OP A33(BT-2500) - NO TL,Battery,OPPO,,,15000,1,,15000,17250,16500,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,A79(BT-3000),No,BT,,OP-A79(BT-3000)-BT,OP-A79(BT-3000)-BT,OP A79(BT-3000) - NO BT,Battery,OPPO,,,15000,1,,15000,17250,16500,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,R15X(BT-3600),No,BT,,OP-R15X(BT-3600)-BT,OP-R15X(BT-3600)-BT,OP R15X(BT-3600) - NO BT,Battery,OPPO,,,19000,2,,19000,21850,20900,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,R17(BT-3500),No,BT,,OP-R17(BT-3500)-BT,OP-R17(BT-3500)-BT,OP R17(BT-3500) - NO BT,Battery,OPPO,,,15000,3,,15000,17250,16500,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,9A(BT-5000),No,BT,,HW-9A(BT-5000)-BT,HW-9A(BT-5000)-BT,HW 9A(BT-5000) - NO BT,Battery,HUAWEI,,,15000,1,,15000,17250,16500,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,P9(BT-3000),No,BT,,HW-P9(BT-3000)-BT,HW-P9(BT-3000)-BT,HW P9(BT-3000) - NO BT,Battery,HUAWEI,,,15000,1,,15000,17250,16500,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,NOVA2PLUS,No,BT,,HW-NOVA2PLUS-BT,HW-NOVA2PLUS-BT,HW NOVA2PLUS - NO BT,Battery,HUAWEI,,,15000,2,,15000,17250,16500,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,6(BT-3100),No,BT,,HW-6(BT-3100)-BT,HW-6(BT-3100)-BT,HW 6(BT-3100) - NO BT,Battery,HUAWEI,,,0,5,,0,0,0,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,7(BT-3100),No,BT,,HW-7(BT-3100)-BT,HW-7(BT-3100)-BT,HW 7(BT-3100) - NO BT,Battery,HUAWEI,,,0,3,,0,0,0,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,R11SPLUS,No,BT,,OP-R11SPLUS-BT,OP-R11SPLUS-BT,OP R11SPLUS - NO BT,Battery,OPPO,,,15000,5,5,15000,17250,16500,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,Note1(BM42),No,BT,ORG,RM-Note1(BM42)-BT-ORG,RM-Note1(BM42)-BT-ORG,RM NOTE1(BM42) - NO BT (ORG),Battery,Xiaomi,,,10000,2,1,10000,15000,14000,2,1 Month Warranty ,Sin3,Active (ရောင်းမည်),,🛒 အရောင်းပါး
Spare Part,HW,Y6(HB4342),No,BT,ORG,HW-Y6(HB4352)-BT-ORG,HW-Y6(HB4342)-BT-ORG,HW Y6(HB4352) - NO BT (ORG),Battery,HUAWEI,,,6000,3,2,6000,8000,7000,2,1 Month Warranty ,Sin3,Active (ရောင်းမည်),,🛒 အရောင်းပါး
Spare Part,RM,N11(4G),No,BC,WHT,RM-N11(4G)-BC-WHT,RM-N11(4G)-BC-WHT,RM N11(4G) - NO BC (WHT),BACK COVER,Xiaomi,,,8000,2,,8000,13000,12000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,A02s,No,TL,"ORG , BLK",SS-A02s-TL-ORG -BLK,SS-A02s-TL-ORG -BLK,"SS A02S - NO TL (ORG , BLK)",TL,SAMSUNG,,,30500,0,0,33500,38000,37000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🛒 အရောင်းပါး
Spare Part,SS,A13/4G,No,TL,"ORG , BLK",SS-A13/4G-TL-ORG -BLK,SS-A13/4G-TL-ORG -BLK,"SS A13/4G - NO TL (ORG , BLK)",TL,SAMSUNG,,,38000,0,0,38000,43000,42000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,BM41,No,BT,,RM-RM41-BT,RM-BM41-BT,RM BM41 - NO BT,Battery,Xiaomi,,,7000,270,,7000,12000,11000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,BM45,No,BT,,RM-BM45-BT,RM-BM45-BT,RM BM45 - NO BT,Battery,Xiaomi,,,10000,94,,10000,11500,11000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,BM42,No,BT,,RM-BM42-BT,RM-BM42-BT,RM BM42 - NO BT,Battery,Xiaomi,,,8000,23,23,8000,11000,10000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,Note2,Not,BT,,SS-Note2-BT,SS-Note2-BT,SS NOTE2 - NOT BT,Battery,SAMSUNG,,,8000,1,,8000,12000,11000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,KB,E61,No,BT,,KB-E61-BT,KB-E61-BT,KB E61 - NO BT,Battery,KENBO,,,7000,17,,7000,8050,7700,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,KB,E71,No,BT,,KB-E71-BT,KB-E71-BT,KB E71 - NO BT,Battery,,,,0,17,,0,0,0,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,4W1,No,BT,,HW-4W1-BT,HW-4W1-BT,HW 4W1 - NO BT,Battery,HUAWEI,,,6000,8,,6000,6900,6600,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,J710(16),No,BT,,SS-J710(16)-BT,SS-J710(16)-BT,SS J710(16) - NO BT,Battery,SAMSUNG,,,7000,14,,7000,12000,11000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,G730,No,BT,,HW-G730-BT,HW-G730-BT,HW G730 - NO BT,Battery,HUAWEI,,,7000,9,,7000,8050,7700,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,5N1,No,BT,,HW-5N1-BT,HW-5N1-BT,HW 5N1 - NO BT,Battery,HUAWEI,,,6000,8,,6000,6900,6600,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,HB4342,No,BT,,HW-HB4342-BT,HW-HB4342-BT,HW HB4342 - NO BT,Battery,HUAWEI,,,8000,2,,8000,9200,8800,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,BL,4C,No,BT,,BL-4C-BT,BL-4C-BT,BL 4C - NO BT,Battery,NOKIA,,,5000,7,6,5000,7795,7456,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Spare Part,SS,J1,No,BT,,SS-J1-BT,SS-J1-BT,SS J1 - NO BT,Battery,SAMSUNG,,,8000,9,,8000,12000,11000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,J2,No,BT,,SS-J2-BT,SS-J2-BT,SS J2 - NO BT,Battery,SAMSUNG,,,8000,2,,8000,12000,11000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,BLP-589,No,BT,,OP-BLB-589-BT,OP-BLP-589-BT,OP BLP-589 - NO BT,Battery,OPPO,,,15000,1,,15000,17250,16500,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,9082,No,BT,,SS-9082-BT,SS-9082-BT,SS 9082 - NO BT,Battery,SAMSUNG,,,7000,4,,7000,11000,10000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,J2PRIME (G530),No,BT,,SS-J2PRIME (G530)-BT,SS-J2PRIME (G530)-BT,SS J2PRIME (G530) - NO BT,Battery,SAMSUNG,,,7000,3,2,7000,11000,10000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Spare Part,SS,BN910BBE,No,BT,,SS-BN910BBE-BT,SS-BN910BBE-BT,SS BN910BBE - NO BT,Battery,SAMSUNG,,,8000,11,,0,12000,11000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,BLP-029,No,BT,,OP-BLP-029-BT,OP-BLP-029-BT,OP BLP-029 - NO BT,Battery,OPPO,,,0,3,,0,0,0,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,BM44,No,BT,,RM-BM44-BT,RM-BM44-BT,RM BM44 - NO BT,Battery,Xiaomi,,,6000,1,,0,9000,8000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,HB50576,No,BT,,HW-HB50576-BT,HW-HB50576-BT,HW HB50576 - NO BT,Battery,HUAWEI,,,0,9,,0,0,0,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,IT,BL25,No,BT,,IT-BL25-BT,IT-BL25-BT,IT BL25 - NO BT,Battery,ITEL,,,6000,3,,6000,6900,6600,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,NK,BL5C,No,BT,,NK-BL5C-BT,NK-BL5C-BT,NK BL5C - NO BT,Battery,NOKIA,,,5000,5,4,5000,8050,7700,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Spare Part,HW,5V1,No,BT,,HW-5V1-BT,HW-5V1-BT,HW 5V1 - NO BT,Battery,HUAWEI,,,6000,2,,6000,6900,6600,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,BK65,No,BT,,VV-BK65-BT,VV-BK65-BT,VV BK65 - NO BT,Battery,Vivo,,,18000,3,,0,21000,20000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,NK,4L,No,BT,,NK-4L-BT,NK-4L-BT,NK 4L - NO BT,Battery,NOKIA,,,5000,2,,5000,0,0,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,NK,BL4D,No,BT,,NK-BL4D-BT,NK-BL4D-BT,NK BL4D - NO BT,Battery,NOKIA,,,0,3,,0,0,0,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,X200,No,BT,,SS-X200-BT,SS-X200-BT,SS X200 - NO BT,Battery,SAMSUNG,,,8000,6,,0,12000,11000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,J510,No,BT,,SS-N910-BT,SS J510 BT,SS J510 - NO BT,Battery,SAMSUNG,,,8000,1,,0,12000,11000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,BG850,No,BT,,SS-BG850-BT,SS-BG850-BT,SS BG850 - NO BT,Battery,SAMSUNG,,,7000,7,,0,10000,9000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,B425,No,BT,,SS-B425-BT,SS-B425-BT,SS B425 - NO BT,Battery,SAMSUNG,,,7000,4,,0,11000,10000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,B150,No,BT,,SS-B150-BT,SS-B150-BT,SS B150 - NO BT,Battery,SAMSUNG,,,8000,2,,0,12000,11000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,B220,No,BT,,SS-B220-BT,SS-B220-BT,SS B220 - NO BT,Battery,SAMSUNG,,,8000,1,,0,12000,11000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,J7000,No,BT,,SS-J7000-BT,SS-J7000-BT,SS J7000 - NO BT,Battery,SAMSUNG,,,10000,2,,10000,11500,11000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,TN,BL49FT,NOBLS,BT,,TN-BL49FT-BT,TN-BL49FT-BT,TN BL49FT - NOBLS BT,Battery,TECNO,,,18000,4,1,18000,4140,3960,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,BN37,NOBLS,BT,,RM-BN37-BT,RM-BN37-BT,RM BN37 - NOBLS BT,Battery,Xiaomi,,,12000,35,33,12000,15000,14000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,BS1,NOBLS,BT,,VV-BS1-BT,VV-BS1-BT,VV BS1 - NOBLS BT,Battery,Vivo,,,20500,15,15,20500,25000,24000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,BN5A,NOBLS,BT,,RM-BN5A-BT,RM-BN5A-BT,RM BN5A - NOBLS BT,Battery,Xiaomi,,,21000,4,2,21000,26000,25000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,BN54,NO-BMS,BT,,RM-BN54-BT,RM-BN54-BT,RM BN54 - NOBLS BT,Battery,Xiaomi,,,5000,105,112,6500,26000,25000,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Spare Part,SS,J4plus,No,TL,BLK,SS-J4plus-TL-BLK,SS-J4plus-TL-BLK,SS J4PLUS - NO TL (BLK),TL,Xiaomi,,,31000,1,4,23750,38000,37000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,Y21(B65),No,BT,ORG,VV-Y21(B65)-BT-ORG,VV-Y21(B65)-BT-ORG,VV Y21(B65) - NO BT (ORG),Battery,Vivo,,,6000,3,2,6000,8000,7000,2,1 Month Warranty ,Sin3,Active (ရောင်းမည်),,🛒 အရောင်းပါး
Accessories,UW,A039T,No,CHS,"MC , WHT",UW-A039T-CHS-MC -WHT,UW-A039T-CHS-MC -WHT,"UW A039T - NO CHS (MC , WHT)",Charger set,U-Winn,,,4200,0,0,4200,7000,6500,2,1 Month Warranty ,Sin3,Active (ရောင်းမည်),Products_Images/UW-A039T-CHS-MC -WHT.Images.050710.jpg,🆕 အသစ်/မရောင်းရသေး
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Accessories,SPX RM,NT9PRO,No,SG,BLK,SPX RM-NT9PRO-SG-BLK,SPX RM-NT9PRO-SG-BLK,SPX RM NT9PRO - NO SG (BLK),Screen Guard,Super X,,,1850,0,5,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,SPX RM,10C,No,SG,BLK,SPX RM-10C-SG-BLK,SPX RM-10C-SG-BLK,SPX RM 10C - NO SG (BLK),Screen Guard,Super X,,,1850,3,4,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Accessories,SPX RM,K30,No,SG,BLK,SPX RM-K30-SG-BLK,SPX RM-K30-SG-BLK,SPX RM K30 - NO SG (BLK),Screen Guard,Super X,,,1850,0,4,1850,6000,,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Accessories,SPX RM,NT144G,NO,SG,BLK,SPX RM-NT144G-SG-BLK,SPX RM-NT144G-SG-BLK,SPX RM NT144G - NO SG (BLK),Screen Guard,Super X,,,1850,0,3,1850,6000,0,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Accessories,SPX RM,14C,No,SG,BLK,SPX RM-14C-SG-BLK,SPX RM-14C-SG-BLK,SPX RM 14C - NO SG (BLK),Screen Guard,Super X,,,1850,0,4,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Accessories,SPX RM,A5,No,SG,BLK,SPX RM-A5-SG-BLK,SPX RM-A5-SG-BLK,SPX RM A5 - NO SG (BLK),Screen Guard,Super X,,,1850,0,5,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,SPX RM,6,6A,SG,BLK,SPX RM-6-SG-BLK,SPX RM-6-SG-BLK,SPX RM 6 - 6A SG (BLK),Screen Guard,Super X,,,1850,3,5,1850,6000,5400,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Accessories,SPX RM,7,No,SG,BLK,SPX RM-7-SG-BLK,SPX RM-7-SG-BLK,SPX RM 7 - NO SG (BLK),Screen Guard,Super X,,,1850,3,6,1850,6000,0,2,1 Month Warranty ,Sin (1),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Accessories,SPX RM,8A,8,SG,BLK,SPX RM-8A-SG-BLK,SPX RM-8A-SG-BLK,SPX RM 8A - 8 SG (BLK),Screen Guard,Super X,,,1850,3,5,1850,6000,,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,SPX RM,9,No,SG,BLK,SPX RM-9-SG-BLK,SPX RM-9-SG-BLK,SPX RM 9 - NO SG (BLK),Screen Guard,Super X,,,1850,3,6,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Accessories,SPX RM,9A,No,SG,BLK,SPX RM-9A-SG-BLK,SPX RM-9A-SG-BLK,SPX RM 9A - NO SG (BLK),Screen Guard,Super X,,,1850,3,6,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Accessories,SPX RM,NT94G,NO,SG,BLK,SPX RM-NT94G-SG-BLK,SPX RM-NT94G-SG-BLK,SPX RM NT94G - NO SG (BLK),Screen Guard,Super X,,,1850,0,5,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,SPX VV,Y51,No,SG,BLK,SPX VV-Y51-SG,SPX VV-Y51-SG (BLK),SPX VV Y51 - NO SG (BLK),Screen Guard,Super X,,,1850,0,5,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,SPX OP,A38,No,SG,BLK,SPX OP-A38-SG-BLK,SPX OP-A38-SG-BLK,SPX OP A38 - NO SG (BLK),Screen Guard,Super X,,,1850,0,2,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Accessories,SPX RM,NT12,NO,SG,BLK,SPX RM-NT12-SG-BLK,SPX RM-NT12-SG-BLK,SPX RM NT12 - NO SG (BLK),Screen Guard,Super X,,,1850,0,3,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Accessories,SPX RM,NT12TURBO,NO,SG,BLK,SPX RM-NOTE12TURBO-SG-BLK,SPX RM-NT12TURBO-SG-BLK,SPX RM NT12TURBO - NO SG (BLK),Screen Guard,Super X,,,1850,3,5,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,SPX IF,HOT30,No,SG,BLK,SPX IF-HOT30-SG-BLK,SPX IF-HOT30-SG-BLK,SPX IF HOT30 - NO SG (BLK),Screen Guard,Super X,,,1850,2,2,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,✅ ပုံမှန်
Accessories,SPX TN,POVA 3,NO,SG,BLK,SPX TN-POVA 3-SG-BLK,SPX TN-POVA 3-SG-BLK,SPX TN POVA 3 - NO SG (BLK),Screen Guard,Super X,,,1850,0,5,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,SPX TN,SPARKGO23,No,SG,BLK,SPX TN-SPARKGO23-SG-BLK,SPX TN-SPARKGO23-SG-BLK,SPX TN SPARKGO23 - NO SG (BLK),Screen Guard,Super X,,,1850,0,4,1850,6000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🛒 အရောင်းပါး
Accessories,SPX VV,Y83,No,SG,BLK,SPX VV-Y83-SG-BLK,SPX VV-Y83-SG-BLK,SPX VV Y83 - NO SG (BLK),Screen Guard,Super X,,,1850,3,5,1850,6000,5400,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,SS,A51/4G,No,TL,BLK,SS-A51/4G-TL-BLK,SS-A51/4G-TL-BLK,SS A51/4G - NO TL (BLK),TL,SAMSUNG,,,98000,0,0,98000,120000,115000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,Y5P/9S,No,TL,BLK,HW-Y5P/9S-TL-BLK,HW-Y5P/9S-TL-BLK,HW Y5P/9S - NO TL (BLK),TL,HUAWEI,,,26500,0,3,30833,30000,29000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,A55/5G,No,TL,BLK,OP-A55/5G-TL-BLK,OP-A55/5G-TL-BLK,OP A55/5G - NO TL (BLK),TL,OPPO,,,31000,0,1,31000,38000,37000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,Y6Prime(18)/Y6Pro/7A,No,TL,BLK,HW-Y6Prime(18)/Y6Pro/7A-TL-BLK,HW-Y6Prime(18)/Y6Pro/7A-TL-BLK,HW Y6PRIME(18)/Y6PRO/7A - NO TL (BLK),TL,HUAWEI,,,31000,0,0,31000,38000,37000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,OTH,8PA,No,STK,,OTH-8PA-STK,OTH-8PA-STK,OTH 8PA - NO STK,Sticker,OTHER,,,1650,0,15,1650,8000,0,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,OTH,WATER,No,BAG,SM,OTH-WATER-BAG,OTH-WATER-BAG,OTH WATER - NO BAG,Water Bag,OTHER,,,1280,0,24,1280,3500,3000,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),Products_Images/OTH-WATER-BAG.Images.042036.jpg,🛒 အရောင်းပါး
Accessories,LNV,XT81,No,BEP,BLK,LNV-XT81-BEP-BLK,LNV-XT81-BEP-BLK,LNV XT81 - NO BEP (BLK),BLUETOOTH EARPHONE,LENOVO,,,19500,,4,19500,35000,,2,1 Month Warranty ,Sin (2),Active (ရောင်းမည်),Products_Images/LNV-XT81-BEP-BLK.Images.062711.jpg,🛒 အရောင်းပါး
Accessories,OTH,RMNT7,NO,CV,CAT,OTH-RMNT7-CV-CAT,OTH-RMNT7-CV-CAT,OTH RMNT7 - NO CV (CAT),COVER,OTHER,,,2900,0,1,2900,7000,0,2,No Warranty,Sin (2),Active (ရောင်းမည်),Products_Images/OTH-RMNT7-CV-CAT.Images.071045.jpg,🆕 အသစ်/မရောင်းရသေး
